nurse	medic	6.142857142857143	[7.0, 6.0, 6.0, 6.0, 4.0, 6.0, 8.0]
aggregate	mass	6.428571428571429	[8.0, 4.0, 7.0, 6.0, 8.0, 8.0, 4.0]
acute	shooting	2.0	[2.0, 2.0, 4.0, 4.0, 0.0, 2.0, 0.0]
polls	voting	5.0	[4.0, 6.0, 7.0, 6.0, 4.0, 4.0, 4.0]
history	renaissance	4.0	[7.0, 3.0, 4.0, 6.0, 2.0, 2.0, 4.0]
alert	favour	1.1428571428571428	[1.0, 0.0, 4.0, 1.0, 0.0, 0.0, 2.0]
dirty	sneaky	6.285714285714286	[6.0, 6.0, 8.0, 6.0, 4.0, 8.0, 6.0]
blame	accusation	8.0	[8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0]
along	adjacent	5.285714285714286	[4.0, 4.0, 6.0, 6.0, 5.0, 8.0, 4.0]
laws	ruling	6.571428571428571	[8.0, 6.0, 7.0, 6.0, 7.0, 8.0, 4.0]
altogether	well	2.7142857142857144	[0.0, 4.0, 7.0, 1.0, 3.0, 1.0, 3.0]
elite	select	6.0	[4.0, 8.0, 8.0, 7.0, 4.0, 8.0, 3.0]
naked	unprotected	6.428571428571429	[8.0, 4.0, 8.0, 4.0, 7.0, 8.0, 6.0]
architecture	favourite	0.42857142857142855	[0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 1.0]
arrive	right	1.2857142857142858	[2.0, 2.0, 0.0, 3.0, 0.0, 2.0, 0.0]
plant	hood	2.4285714285714284	[4.0, 2.0, 2.0, 4.0, 2.0, 2.0, 1.0]
argue	maintain	3.857142857142857	[6.0, 2.0, 2.0, 6.0, 6.0, 3.0, 2.0]
require	beg	3.857142857142857	[2.0, 6.0, 4.0, 6.0, 4.0, 4.0, 1.0]
arise	ascend	7.0	[6.0, 8.0, 6.0, 7.0, 6.0, 8.0, 8.0]
trip	walk	4.0	[4.0, 4.0, 3.0, 4.0, 5.0, 4.0, 4.0]
relaxing	rest	7.428571428571429	[8.0, 8.0, 8.0, 6.0, 8.0, 6.0, 8.0]
arts	publication	4.714285714285714	[4.0, 4.0, 5.0, 4.0, 4.0, 6.0, 6.0]
clutch	snatch	6.571428571428571	[5.0, 5.0, 8.0, 6.0, 8.0, 6.0, 8.0]
manufacture	okay	0.7142857142857143	[0.0, 1.0, 0.0, 0.0, 2.0, 0.0, 2.0]
ask	quiz	6.571428571428571	[6.0, 6.0, 6.0, 8.0, 8.0, 6.0, 6.0]
kindness	courtesy	6.285714285714286	[8.0, 4.0, 6.0, 8.0, 6.0, 6.0, 6.0]
assault	attack	7.714285714285714	[8.0, 8.0, 6.0, 8.0, 8.0, 8.0, 8.0]
much	notably	3.7142857142857144	[4.0, 6.0, 4.0, 4.0, 2.0, 4.0, 2.0]
meeting	agreement	4.428571428571429	[4.0, 4.0, 4.0, 5.0, 4.0, 4.0, 6.0]
assess	burning	0.42857142857142855	[0.0, 0.0, 0.0, 2.0, 1.0, 0.0, 0.0]
wasting	wow	0.42857142857142855	[0.0, 0.0, 0.0, 2.0, 0.0, 1.0, 0.0]
lied	harm	2.7142857142857144	[2.0, 1.0, 4.0, 4.0, 4.0, 4.0, 0.0]
assignment	maximum	1.0	[0.0, 0.0, 0.0, 0.0, 2.0, 5.0, 0.0]
making	travel	1.4285714285714286	[0.0, 3.0, 0.0, 0.0, 0.0, 5.0, 2.0]
conscious	outer	2.5714285714285716	[4.0, 6.0, 1.0, 4.0, 0.0, 2.0, 1.0]
strain	wolf	0.2857142857142857	[0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0]
attendance	attending	5.857142857142857	[6.0, 7.0, 6.0, 8.0, 4.0, 6.0, 4.0]
busy	french	0.2857142857142857	[2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
attitude	line	0.5714285714285714	[1.0, 2.0, 0.0, 0.0, 1.0, 0.0, 0.0]
graduate	product	2.7142857142857144	[1.0, 4.0, 3.0, 0.0, 5.0, 2.0, 4.0]
rich	expressive	2.142857142857143	[1.0, 2.0, 6.0, 1.0, 1.0, 2.0, 2.0]
authority	photo	0.7142857142857143	[1.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0]
ford	stream	4.571428571428571	[6.0, 6.0, 2.0, 4.0, 4.0, 4.0, 6.0]
affiliate	land	1.1428571428571428	[4.0, 0.0, 0.0, 2.0, 0.0, 2.0, 0.0]
axe	whack	5.0	[4.0, 6.0, 4.0, 4.0, 4.0, 7.0, 6.0]
balanced	offset	3.4285714285714284	[2.0, 6.0, 4.0, 4.0, 4.0, 0.0, 4.0]
recovered	save	4.0	[3.0, 6.0, 4.0, 5.0, 6.0, 0.0, 4.0]
study	house	3.142857142857143	[4.0, 4.0, 5.0, 2.0, 3.0, 4.0, 0.0]
balancing	correspond	4.142857142857143	[4.0, 3.0, 6.0, 2.0, 2.0, 4.0, 8.0]
composition	johnson	0.0	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
array	sentence	2.142857142857143	[5.0, 4.0, 4.0, 2.0, 0.0, 0.0, 0.0]
band	section	3.7142857142857144	[6.0, 1.0, 4.0, 4.0, 5.0, 4.0, 2.0]
acid	harsh	3.142857142857143	[4.0, 1.0, 2.0, 6.0, 1.0, 6.0, 2.0]
impact	privacy	0.7142857142857143	[0.0, 0.0, 4.0, 0.0, 0.0, 0.0, 1.0]
bars	stress	2.2857142857142856	[5.0, 0.0, 2.0, 0.0, 5.0, 4.0, 0.0]
torn	uncertain	6.428571428571429	[8.0, 8.0, 4.0, 8.0, 5.0, 8.0, 4.0]
pressure	heat	5.428571428571429	[6.0, 4.0, 8.0, 8.0, 4.0, 4.0, 4.0]
knocking	alive	2.142857142857143	[3.0, 1.0, 3.0, 2.0, 1.0, 1.0, 4.0]
experience	understanding	4.571428571428571	[6.0, 2.0, 8.0, 6.0, 4.0, 2.0, 4.0]
bastard	mixed	2.5714285714285716	[3.0, 2.0, 2.0, 2.0, 1.0, 6.0, 2.0]
courtesy	favor	6.0	[8.0, 7.0, 4.0, 6.0, 6.0, 3.0, 8.0]
fantastic	severe	2.7142857142857144	[6.0, 0.0, 2.0, 2.0, 2.0, 3.0, 4.0]
burke	squash	5.428571428571429	[6.0, 4.0, 7.0, 5.0, 8.0, 6.0, 2.0]
walk	wear	0.7142857142857143	[0.0, 2.0, 0.0, 0.0, 0.0, 2.0, 1.0]
belong	swing	1.1428571428571428	[0.0, 3.0, 0.0, 5.0, 0.0, 0.0, 0.0]
wet	recovered	0.8571428571428571	[1.0, 3.0, 0.0, 2.0, 0.0, 0.0, 0.0]
pot	bathroom	1.7142857142857142	[0.0, 3.0, 0.0, 5.0, 1.0, 0.0, 3.0]
bias	sway	6.0	[8.0, 2.0, 6.0, 6.0, 6.0, 6.0, 8.0]
religious	canonical	5.571428571428571	[4.0, 7.0, 8.0, 4.0, 4.0, 8.0, 4.0]
fair	clement	2.857142857142857	[2.0, 1.0, 2.0, 1.0, 2.0, 6.0, 6.0]
blend	benefit	0.8571428571428571	[0.0, 0.0, 0.0, 0.0, 6.0, 0.0, 0.0]
signature	book	3.142857142857143	[4.0, 1.0, 2.0, 2.0, 5.0, 4.0, 4.0]
moral	mid	0.0	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
blunt	abrupt	6.0	[4.0, 6.0, 6.0, 6.0, 8.0, 8.0, 4.0]
row	wall	1.0	[2.0, 0.0, 3.0, 0.0, 0.0, 2.0, 0.0]
keep	foot	0.42857142857142855	[3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
boom	slam	5.857142857142857	[6.0, 4.0, 8.0, 5.0, 6.0, 8.0, 4.0]
shocked	amazed	7.0	[8.0, 8.0, 7.0, 5.0, 8.0, 5.0, 8.0]
precious	dear	6.571428571428571	[8.0, 7.0, 5.0, 6.0, 8.0, 8.0, 4.0]
boot	upper	3.2857142857142856	[4.0, 2.0, 4.0, 2.0, 4.0, 3.0, 4.0]
human	healthy	2.142857142857143	[4.0, 2.0, 0.0, 2.0, 1.0, 1.0, 5.0]
border	grab	0.14285714285714285	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]
train	presentation	1.0	[2.0, 4.0, 0.0, 0.0, 0.0, 0.0, 1.0]
breeze	men	0.42857142857142855	[0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 1.0]
bracket	brace	6.714285714285714	[6.0, 6.0, 8.0, 8.0, 5.0, 6.0, 8.0]
cancel	schedule	2.7142857142857144	[2.0, 4.0, 4.0, 4.0, 1.0, 4.0, 0.0]
repeated	habitual	7.142857142857143	[8.0, 8.0, 8.0, 6.0, 8.0, 8.0, 4.0]
brake	block	4.857142857142857	[4.0, 8.0, 6.0, 4.0, 6.0, 4.0, 2.0]
acceptance	agreement	6.571428571428571	[5.0, 6.0, 8.0, 7.0, 8.0, 8.0, 4.0]
anti	strip	0.7142857142857143	[1.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0]
break	escape	4.285714285714286	[5.0, 4.0, 2.0, 4.0, 7.0, 4.0, 4.0]
decent	right	6.0	[5.0, 6.0, 6.0, 8.0, 5.0, 8.0, 4.0]
type	shot	1.1428571428571428	[0.0, 0.0, 0.0, 1.0, 1.0, 2.0, 4.0]
breathe	prime	0.7142857142857143	[1.0, 0.0, 2.0, 0.0, 0.0, 2.0, 0.0]
answer	plead	6.0	[6.0, 4.0, 6.0, 8.0, 7.0, 6.0, 5.0]
expression	leader	1.5714285714285714	[2.0, 4.0, 0.0, 0.0, 0.0, 4.0, 1.0]
breed	create	6.0	[6.0, 8.0, 4.0, 8.0, 6.0, 2.0, 8.0]
addressed	give	4.285714285714286	[4.0, 4.0, 2.0, 6.0, 4.0, 4.0, 6.0]
reign	frame	0.8571428571428571	[2.0, 0.0, 0.0, 4.0, 0.0, 0.0, 0.0]
broadway	drama	5.571428571428571	[8.0, 4.0, 7.0, 6.0, 4.0, 4.0, 6.0]
automatically	best	0.8571428571428571	[2.0, 2.0, 0.0, 2.0, 0.0, 0.0, 0.0]
brutal	animal	3.2857142857142856	[4.0, 6.0, 3.0, 0.0, 5.0, 3.0, 2.0]
peak	rise	5.857142857142857	[4.0, 6.0, 5.0, 7.0, 6.0, 7.0, 6.0]
growth	advance	7.285714285714286	[8.0, 7.0, 8.0, 7.0, 5.0, 8.0, 8.0]
build	manufacture	7.142857142857143	[8.0, 6.0, 8.0, 4.0, 8.0, 8.0, 8.0]
performance	attainment	3.2857142857142856	[5.0, 2.0, 4.0, 6.0, 4.0, 2.0, 0.0]
sin	corruption	5.571428571428571	[6.0, 6.0, 6.0, 4.0, 6.0, 7.0, 4.0]
butt	variety	0.2857142857142857	[2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
soup	difficulty	0.8571428571428571	[0.0, 2.0, 0.0, 0.0, 0.0, 4.0, 0.0]
email	mail	7.142857142857143	[8.0, 8.0, 8.0, 8.0, 6.0, 6.0, 6.0]
butterfly	freeze	0.42857142857142855	[0.0, 0.0, 2.0, 0.0, 1.0, 0.0, 0.0]
cell	monastery	2.2857142857142856	[2.0, 2.0, 1.0, 6.0, 3.0, 0.0, 2.0]
washington	adams	4.285714285714286	[4.0, 4.0, 4.0, 6.0, 4.0, 6.0, 2.0]
camp	deputy	0.2857142857142857	[0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0]
rebuild	patch	5.428571428571429	[4.0, 8.0, 4.0, 4.0, 6.0, 4.0, 8.0]
recruit	beginner	4.714285714285714	[4.0, 6.0, 6.0, 2.0, 6.0, 3.0, 6.0]
lap	skirt	3.857142857142857	[6.0, 4.0, 3.0, 4.0, 4.0, 4.0, 2.0]
sober	drink	2.857142857142857	[2.0, 4.0, 2.0, 4.0, 4.0, 1.0, 3.0]
led	compete	1.7142857142857142	[0.0, 4.0, 0.0, 2.0, 4.0, 2.0, 0.0]
catch	surprise	5.142857142857143	[8.0, 6.0, 4.0, 6.0, 4.0, 2.0, 6.0]
exhaust	crack	3.7142857142857144	[8.0, 4.0, 3.0, 4.0, 3.0, 1.0, 3.0]
auxiliary	actor	2.4285714285714284	[4.0, 0.0, 2.0, 4.0, 4.0, 1.0, 2.0]
cause	object	2.142857142857143	[4.0, 2.0, 3.0, 2.0, 1.0, 1.0, 2.0]
attack	failure	1.2857142857142858	[3.0, 1.0, 1.0, 0.0, 0.0, 0.0, 4.0]
senior	structural	0.5714285714285714	[2.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]
center	attract	3.5714285714285716	[6.0, 2.0, 6.0, 3.0, 2.0, 4.0, 2.0]
mighty	off	0.0	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
warm	kindly	7.0	[8.0, 8.0, 6.0, 7.0, 6.0, 8.0, 6.0]
challenge	question	7.0	[7.0, 6.0, 8.0, 8.0, 6.0, 6.0, 8.0]
attend	accompany	5.142857142857143	[6.0, 4.0, 6.0, 4.0, 4.0, 4.0, 8.0]
green	immature	6.285714285714286	[6.0, 8.0, 8.0, 6.0, 4.0, 4.0, 8.0]
chamber	bed	4.142857142857143	[3.0, 4.0, 2.0, 4.0, 6.0, 4.0, 6.0]
half	football	2.142857142857143	[4.0, 4.0, 4.0, 0.0, 0.0, 0.0, 3.0]
handle	giving	2.0	[2.0, 0.0, 4.0, 2.0, 0.0, 4.0, 2.0]
mine	dig	6.428571428571429	[5.0, 4.0, 8.0, 8.0, 4.0, 8.0, 8.0]
charged	owing	4.285714285714286	[4.0, 5.0, 5.0, 2.0, 6.0, 4.0, 4.0]
documentation	letter	6.428571428571429	[6.0, 8.0, 6.0, 8.0, 4.0, 7.0, 6.0]
ordinary	prevailing	2.7142857142857144	[5.0, 0.0, 0.0, 4.0, 4.0, 1.0, 5.0]
charitable	thoughtful	5.285714285714286	[7.0, 6.0, 4.0, 4.0, 4.0, 4.0, 8.0]
plate	scale	4.142857142857143	[5.0, 2.0, 6.0, 6.0, 2.0, 4.0, 4.0]
intro	trigger	4.0	[4.0, 4.0, 6.0, 4.0, 4.0, 6.0, 0.0]
chase	race	5.857142857142857	[4.0, 2.0, 8.0, 6.0, 7.0, 8.0, 6.0]
expert	taken	0.7142857142857143	[0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 1.0]
chest	shelf	2.4285714285714284	[1.0, 2.0, 2.0, 6.0, 4.0, 0.0, 2.0]
check	candle	2.0	[1.0, 1.0, 2.0, 1.0, 4.0, 0.0, 5.0]
remedy	assistance	3.4285714285714284	[1.0, 2.0, 4.0, 2.0, 5.0, 6.0, 4.0]
rider	bill	3.0	[4.0, 2.0, 4.0, 4.0, 0.0, 4.0, 3.0]
cheek	face	4.142857142857143	[6.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.0]
transmission	clutch	2.5714285714285716	[0.0, 4.0, 4.0, 2.0, 4.0, 2.0, 2.0]
seal	quarantine	3.4285714285714284	[6.0, 2.0, 4.0, 4.0, 5.0, 1.0, 2.0]
chicken	breast	2.7142857142857144	[4.0, 4.0, 2.0, 3.0, 0.0, 0.0, 6.0]
formal	derived	0.5714285714285714	[2.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0]
accurate	camp	0.0	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
chip	slice	5.714285714285714	[5.0, 3.0, 6.0, 6.0, 8.0, 6.0, 6.0]
evidence	significant	4.285714285714286	[5.0, 3.0, 4.0, 3.0, 8.0, 1.0, 6.0]
alter	convert	5.714285714285714	[5.0, 8.0, 6.0, 8.0, 3.0, 4.0, 6.0]
civilian	subject	4.0	[6.0, 3.0, 7.0, 3.0, 4.0, 3.0, 2.0]
shot	consume	3.0	[4.0, 1.0, 7.0, 4.0, 2.0, 3.0, 0.0]
brave	withstand	6.0	[4.0, 8.0, 6.0, 6.0, 4.0, 6.0, 8.0]
clip	gun	3.7142857142857144	[4.0, 2.0, 4.0, 4.0, 4.0, 4.0, 4.0]
considerable	noteworthy	7.571428571428571	[8.0, 8.0, 8.0, 8.0, 7.0, 6.0, 8.0]
abstract	assist	0.8571428571428571	[1.0, 0.0, 0.0, 2.0, 3.0, 0.0, 0.0]
cloud	distract	4.0	[2.0, 5.0, 5.0, 6.0, 6.0, 2.0, 2.0]
revenge	match	2.5714285714285716	[0.0, 3.0, 3.0, 4.0, 6.0, 2.0, 0.0]
clown	death	0.2857142857142857	[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]
taste	student	0.0	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
profits	share	3.7142857142857144	[4.0, 6.0, 4.0, 4.0, 0.0, 6.0, 2.0]
collect	array	2.0	[1.0, 4.0, 0.0, 2.0, 2.0, 5.0, 0.0]
bid	bridge	2.0	[2.0, 1.0, 4.0, 2.0, 1.0, 0.0, 4.0]
tons	many	5.285714285714286	[3.0, 4.0, 4.0, 4.0, 8.0, 6.0, 8.0]
color	rouge	4.571428571428571	[4.0, 2.0, 5.0, 6.0, 7.0, 4.0, 4.0]
troy	press	0.5714285714285714	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0]
compliment	wolf	0.0	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
place	decide	1.4285714285714286	[0.0, 1.0, 2.0, 2.0, 2.0, 1.0, 2.0]
appropriate	figured	0.8571428571428571	[0.0, 4.0, 0.0, 0.0, 2.0, 0.0, 0.0]
concentrate	settle	3.7142857142857144	[4.0, 4.0, 3.0, 2.0, 6.0, 3.0, 4.0]
spoke	flower	0.14285714285714285	[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]
escape	withdrawal	4.714285714285714	[6.0, 6.0, 4.0, 3.0, 6.0, 6.0, 2.0]
concentrated	terrible	1.8571428571428572	[0.0, 2.0, 0.0, 4.0, 3.0, 4.0, 0.0]
finger	hand	4.428571428571429	[6.0, 4.0, 4.0, 4.0, 4.0, 5.0, 4.0]
deal	separate	2.857142857142857	[2.0, 0.0, 4.0, 6.0, 5.0, 2.0, 1.0]
concluded	chart	3.0	[5.0, 6.0, 0.0, 3.0, 3.0, 1.0, 3.0]
bound	sure	4.0	[2.0, 6.0, 2.0, 3.0, 2.0, 7.0, 6.0]
disagree	quest	1.8571428571428572	[4.0, 2.0, 0.0, 5.0, 1.0, 1.0, 0.0]
concrete	strong	7.0	[6.0, 7.0, 8.0, 6.0, 6.0, 8.0, 8.0]
freely	spontaneously	6.571428571428571	[6.0, 7.0, 6.0, 6.0, 8.0, 6.0, 7.0]
sigh	loan	0.14285714285714285	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
condition	experiment	0.8571428571428571	[1.0, 4.0, 0.0, 0.0, 0.0, 0.0, 1.0]
gossip	account	2.7142857142857144	[5.0, 4.0, 0.0, 1.0, 4.0, 4.0, 1.0]
complete	term	2.0	[2.0, 2.0, 4.0, 2.0, 2.0, 2.0, 0.0]
conducting	accompany	3.0	[5.0, 2.0, 4.0, 2.0, 2.0, 4.0, 2.0]
scare	dismay	4.714285714285714	[4.0, 4.0, 4.0, 8.0, 6.0, 3.0, 4.0]
confusion	riot	2.7142857142857144	[2.0, 5.0, 1.0, 0.0, 5.0, 4.0, 2.0]
nuclear	mid	0.2857142857142857	[0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]
consent	compliance	6.714285714285714	[8.0, 6.0, 6.0, 6.0, 6.0, 8.0, 7.0]
around	near	7.142857142857143	[8.0, 4.0, 8.0, 8.0, 8.0, 8.0, 6.0]
authorities	judiciary	6.428571428571429	[8.0, 8.0, 6.0, 4.0, 6.0, 5.0, 8.0]
consider	hold	5.285714285714286	[6.0, 4.0, 6.0, 6.0, 5.0, 5.0, 5.0]
orbit	path	6.714285714285714	[4.0, 6.0, 8.0, 8.0, 6.0, 8.0, 7.0]
constituted	create	6.142857142857143	[6.0, 6.0, 6.0, 7.0, 4.0, 6.0, 8.0]
responsible	bright	1.8571428571428572	[2.0, 0.0, 4.0, 3.0, 4.0, 0.0, 0.0]
dark	mystic	5.0	[6.0, 4.0, 6.0, 5.0, 6.0, 4.0, 4.0]
contained	have	6.714285714285714	[6.0, 6.0, 6.0, 7.0, 6.0, 8.0, 8.0]
command	program	4.714285714285714	[7.0, 6.0, 5.0, 5.0, 2.0, 2.0, 6.0]
seats	skirt	1.4285714285714286	[2.0, 3.0, 4.0, 0.0, 0.0, 0.0, 1.0]
contract	bridge	2.142857142857143	[4.0, 2.0, 4.0, 2.0, 2.0, 0.0, 1.0]
movement	moving	7.428571428571429	[8.0, 6.0, 8.0, 6.0, 8.0, 8.0, 8.0]
bigger	full	4.142857142857143	[4.0, 4.0, 5.0, 4.0, 4.0, 2.0, 6.0]
contribute	share	6.285714285714286	[4.0, 6.0, 6.0, 8.0, 6.0, 8.0, 6.0]
quietly	secretly	6.285714285714286	[6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 8.0]
temporarily	next	1.7142857142857142	[1.0, 1.0, 0.0, 4.0, 4.0, 2.0, 0.0]
conventional	habitual	4.428571428571429	[6.0, 4.0, 4.0, 6.0, 5.0, 4.0, 2.0]
limit	egypt	0.0	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
anchor	vessel	2.857142857142857	[4.0, 4.0, 2.0, 2.0, 4.0, 4.0, 0.0]
correspondence	mail	6.142857142857143	[5.0, 4.0, 6.0, 8.0, 6.0, 6.0, 8.0]
paying	monitor	0.2857142857142857	[2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
covered	care	1.8571428571428572	[3.0, 1.0, 2.0, 1.0, 4.0, 2.0, 0.0]
couple	mate	6.142857142857143	[6.0, 7.0, 5.0, 4.0, 7.0, 6.0, 8.0]
likely	TRUE	5.285714285714286	[5.0, 6.0, 5.0, 5.0, 6.0, 6.0, 4.0]
coral	behavior	1.0	[0.0, 0.0, 0.0, 2.0, 1.0, 4.0, 0.0]
crap	rubbish	7.714285714285714	[8.0, 8.0, 8.0, 8.0, 6.0, 8.0, 8.0]
goddess	god	6.714285714285714	[7.0, 6.0, 7.0, 7.0, 6.0, 6.0, 8.0]
credit	balance	4.857142857142857	[7.0, 4.0, 8.0, 4.0, 2.0, 5.0, 4.0]
reaching	travel	4.0	[5.0, 4.0, 4.0, 3.0, 6.0, 4.0, 2.0]
grand	leg	0.42857142857142855	[0.0, 0.0, 0.0, 1.0, 0.0, 2.0, 0.0]
critical	dire	4.428571428571429	[6.0, 2.0, 6.0, 4.0, 5.0, 6.0, 2.0]
coast	sail	6.142857142857143	[7.0, 6.0, 8.0, 4.0, 2.0, 8.0, 8.0]
critically	painfully	4.428571428571429	[7.0, 4.0, 4.0, 6.0, 4.0, 2.0, 4.0]
office	place	4.285714285714286	[4.0, 4.0, 6.0, 4.0, 4.0, 6.0, 2.0]
account	husband	0.0	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
cry	mine	0.7142857142857143	[0.0, 1.0, 0.0, 2.0, 0.0, 0.0, 2.0]
bringing	come	4.857142857142857	[6.0, 4.0, 6.0, 3.0, 6.0, 4.0, 5.0]
distracted	parallel	1.7142857142857142	[6.0, 1.0, 0.0, 1.0, 0.0, 0.0, 4.0]
curve	arc	7.142857142857143	[6.0, 4.0, 8.0, 8.0, 8.0, 8.0, 8.0]
beginning	inter	1.0	[4.0, 0.0, 0.0, 0.0, 1.0, 0.0, 2.0]
dance	book	1.0	[4.0, 0.0, 0.0, 0.0, 2.0, 0.0, 1.0]
hollow	vibrant	1.5714285714285714	[0.0, 2.0, 0.0, 1.0, 3.0, 3.0, 2.0]
dating	measure	2.0	[2.0, 3.0, 2.0, 2.0, 1.0, 0.0, 4.0]
cold	narrow	2.5714285714285716	[2.0, 4.0, 4.0, 4.0, 0.0, 2.0, 2.0]
overall	global	3.7142857142857144	[6.0, 3.0, 6.0, 2.0, 2.0, 3.0, 4.0]
day	hour	4.0	[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]
cycling	kick	2.142857142857143	[3.0, 2.0, 2.0, 0.0, 0.0, 4.0, 4.0]
days	term	3.857142857142857	[4.0, 2.0, 4.0, 4.0, 4.0, 5.0, 4.0]
combat	blow	3.2857142857142856	[2.0, 3.0, 4.0, 4.0, 4.0, 4.0, 2.0]
endure	take	3.7142857142857144	[2.0, 4.0, 1.0, 6.0, 4.0, 6.0, 3.0]
dear	valuable	6.285714285714286	[6.0, 5.0, 6.0, 8.0, 6.0, 5.0, 8.0]
comparable	equal	6.428571428571429	[7.0, 6.0, 4.0, 8.0, 4.0, 8.0, 8.0]
settle	move	3.2857142857142856	[5.0, 5.0, 2.0, 4.0, 4.0, 3.0, 0.0]
decided	debate	3.0	[2.0, 3.0, 2.0, 2.0, 4.0, 6.0, 2.0]
quicker	spirited	1.4285714285714286	[2.0, 2.0, 0.0, 0.0, 4.0, 2.0, 0.0]
drill	influence	1.2857142857142858	[0.0, 3.0, 0.0, 2.0, 0.0, 4.0, 0.0]
decline	slump	6.285714285714286	[6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 8.0]
blue	dismal	6.0	[6.0, 4.0, 4.0, 8.0, 6.0, 6.0, 8.0]
exposed	rapid	0.42857142857142855	[0.0, 0.0, 0.0, 1.0, 0.0, 2.0, 0.0]
delight	use	1.4285714285714286	[0.0, 3.0, 3.0, 3.0, 0.0, 1.0, 0.0]
shaped	accommodate	3.5714285714285716	[2.0, 3.0, 6.0, 4.0, 0.0, 6.0, 4.0]
dock	tail	2.857142857142857	[0.0, 3.0, 6.0, 4.0, 1.0, 2.0, 4.0]
demand	make	2.857142857142857	[4.0, 6.0, 0.0, 0.0, 2.0, 4.0, 4.0]
circle	arc	4.0	[2.0, 4.0, 5.0, 4.0, 5.0, 4.0, 4.0]
